Text,Level,A1,A2,B1,B2,C1,C2,Labels,Text Count
The cheap and simple water aspirator is the most common type of aspirator . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",14
It is a close relative of the mourning and eared doves . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",12
"By the start of the 20th century , the economies of Germany and the United States had begun catching up to Britain , especially in their industrialization . ",B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",28
"On 3 July 2006 , the table tennis section applied for bankruptcy and the table tennis section was disestablished . ",B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",20
Some crabapples are used as rootstocks for domestic apples to add beneficial characteristics . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",14
Some crab apples are used as rootstocks for domestic apples to stand up to cold or drought . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",18
On 9 December the government confirmed that about 90 foreign heads of state and government and 15 former leaders would travel to South Africa to attend funeral events . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",29
Efficiency slows down energy demand growth so that rising clean energy supplies can make deep cuts in fossil fuel use . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",21
Efficient energy use allows energy demand to slow so that rising clean energy supplies can make big cuts in fossil fuel burning . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",23
"In Canada and the United States , neighborhoods often have official or semi-official status . ",B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",15
"In Canada and the United States , neighborhoods are often given official or semi-official status through neighborhood associations , neighborhood watches or block watches . ",B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",25
"The seeds are generally almost microscopic and very numerous , in some species over a million per capsule . ",B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",19
"The seeds are extremely small and very numerous , in some species over a million per capsule . ",B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",18
"In 2018 , there are eleven senators holding ministerial positions and the head of state , the First mayor . ",B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",20
"In 2011 , there are nine senators holding ministerial positions and the head of state , the First mayor . ",B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",20
16 - bit programs run separately within one 32 - bit NTVDM process . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",14
"The earliest anchors were probably rocks , and many rock anchors have been found dating from at least the Bronze Age . ",B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",22
"More than 470 species of birds have been identified in the park , many of which are migrants . ",B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",19
"More than 470 species of birds have been identified in the park , many of which are migrants , with almost 60 species being raptors . ",B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",26
Geographers are historically known as people who make maps . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",10
"In Ancient Egyptian mythology , the god Chnum was said to have formed the first humans on a potter 's wheel . ",B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",22
"At the 2001 Census , the population of the civil parish was 20,309 , remaining similar at the 2011 Census . ",B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",21
"Ridiculed during his lifetime by critics , he came to be recognized as a self-taught genius whose works are of high artistic quality . ",B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",24
"Some critics ridiculed him for his style , but he came to be recognized as a self-taught genius . ",B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",19
"Hydrogen has three naturally occurring isotopes , denoted 1H , 2H and 3H . ",B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",14
The glaciers crush minerals in the rock as they pass over them . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",13
"The song gained popularity in September 2016 , when the first remix was uploaded onto the YouTube channel SiIvaGunner . ",B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",20
"In the opening and middlegame , the king will mostly not play an active role in the development of an attacking or position . ",B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",24
"Lifeline has over 260 retail outlets around the country which sell a variety of clothes , furniture and bric-a- brac . ",B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",21
Lifeline has more than 260 retail outlets around Australia that sell clothes and furniture to make enough money to pay for training and office space they use . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",28
Blankets may be spread on the ground for a picnic or where people want to sit in a grassy or muddy area without soiling their clothing . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",27
"Dodder can be identified by its thin stems appearing leafless , with the leaves reduced to minute scales . ",B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",19
Dodder can be identified by its thin stems . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",9
Reminders allows users to create lists of tasks with alerts that can either be date - based or location - based . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",22
Walker fell into a diabetic coma on 11 January 2015 . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",11
"Walker died after falling into a diabetic coma on 20 January 2015 , aged 41 . ",B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",16
"The explosion killed 90 people and injured 1,400 others . ",B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",10
"The trustee is given legal title to the trust property , but has an obligation to act for the good of the beneficiaries . ",B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",24
The apical complex includes vesicles which open at the front of the cell . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",14
FGM may increase a woman 's risk of having problems during pregnancy and childbirth . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",15
Modern cladistic work has not been conclusive . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",8
The museum 's art includes some of the prefecture 's most important cultural assets and works by artists with some connection to the region . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",25
The Philippines has 17 administrative regions . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",7
Much of the range lies within a succession of national parks and other reserves . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",15
The central theme of hydrology is how the water circulates . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",11
The central theme of hydrology is that water circulates throughout the Earth through different pathways and at different rates . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",20
Typical rounding problems include  The most basic form of rounding is to replace an arbitrary number by an integer . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",20
"Because of his intolerable fiscal charges , in 1717 an open revolt developed in the duchy . ",B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",17
"Because of his very bad taxes , in 1717 an open revolt took place in the duchy . ",B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",18
NMR spectroscopy databases provide information to relate structure and NMR data . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",12
"Apart from tourism , agriculture is still important , particularly cattle breeding in the mountains and dairy farming in the plains . ",B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",22
"Agriculture is important , particularly cattle breeding in the mountains and dairy farming in the plains . ",B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",17
Images and videos showing male bisexuality have been more popular since the start of internet pornography . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",17
"In 1997 , about 8  of all soybeans cultivated for the commercial market in the United States were genetically modified . ",B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",21
The aquarium has 2 million annual visitors . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",8
Green manures are crops grown for the express purpose of plowing them under . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",14
"Twelve matches were contested at the event , including three matches contested on the pre-show . ",B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",16
Groups of galaxies are the smallest aggregates of galaxies . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",10
Secondary structure refers to highly regular local sub-structures on the actual polypeptide backbone chain . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",15
Secondary structure refers to parts of the protein chain that form regular structures . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",14
"In the next 10 to 11 hours , the radioactive cloud moved towards the north- east , reaching from the accident . ",B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",22
"During the next ten to eleven hours , the radioactive cloud moved towards the northeast , reaching between 300 and 350 kilometers from the accident . ",B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",26
"In reality , cats can turn themselves right side up in mid-air if they should fall upside-down . ",B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",18
Angel food cake requires egg whites whipped until they are stiff . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",12
"Angel food cake needs the egg whites to be whipped until they are stiff , and carefully folded into the other ingredients . ",B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",23
"In the second week of September , a strong tropical wave started moving off the coast of Africa . ",B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",19
"The climate in this area is characterized by hot , humid summers and generally mild to cool winters . ",B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",19
The book includes 36 short essays predicting the consequences of global warming and has been translated into over twenty languages . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",21
"Popular science is a bridge between scientific literature as a professional medium of scientific research , and the realms of popular political and cultural discourse . ",B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",26
It is made by heating barium oxide . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",8
Debian packages are standard Unix ar archives that include two tar archives . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",13
Several times people in Australia have wanted to remove the monarchy . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",12
Australia has periodically experienced movements seeking to end the monarchy . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",11
"The sea contains a number of reefs , uninhabited islands and significant hydrocarbon reserves . ",B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",15
"The sea has a number of reefs , islands where no one lives and significant hydrocarbon reserves . ",B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",18
"In November 2017 , another ballot issue was voted on whether to un-incorporate the city . ",B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",16
"In November 2017 , another ballot issue was voted on whether to dissolve the city . ",B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",16
Crystal structure is now found by analysis of the diffraction patterns of a sample targeted by a beam of some type . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",22
"As dance progressed into the 19th century , the emphasis on technical skill increased , as did the desire to dance en pointe without the aid of wires . ",B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",29
"As dance progressed into the 1800s , the desire grew to dance en pointe without the aid of wires . ",B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",20
"Initially , women protested because his designs covered up their legs , which they had been unused to because of the previous limitations on fabric . ",B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",26
Each state of India has an organization that manages panchayat towns . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",12
One of the goals of compilers and processors designers is to use as much ILP as possible . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",18
A goal of compiler and processor designers is to identify and take advantage of as much ILP as possible . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",20
"Since hummingbirds are specialized nectar-eaters , they are tied to the bird- flowers they feed upon . ",B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",17
The serfs also had to pay taxes and fees . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",10
The discovery of the H5 histone appears to date back to 1970's . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",13
"The foundation of the abbey Fulda and its territory originated with an Imperial grant , and the sovereign principality therefore was subject only to the German emperor . ",B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",28
"From its foundation , the abbey Fulda and its territory was subject only to the German emperor , not to the control of the local lords . ",B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",27
Types of non-fixed keels include swing keels and canting keels . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",11
Other types of keels are swing keels and canting keels . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",11
"In terms of school casualties , thousands of school children died due to shoddy construction . ",B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",16
Land snails are an especially important food item when drought or hard weather makes it hard to find other food . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",21
Snails are especially important when drought or hard weather makes it difficult to find other food . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",17
Benefits of exercise for all ages have been known since antiquity . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",12
The benefits of exercise have been known since antiquity . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",10
"Publicly accessible , it is known for its inviting jungle gym-like characteristics . ",B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",13
By the late 19th century scientists realized that air could be liquefied and its components isolated by compressing and cooling it . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",22
"By the late 19th century , scientists found that air could be turned into a liquid and the compounds in it could be isolated by compressing and cooling it . ",B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",30
"Immediately after their senate confirmation , the emperors went to the camp of the praetorian guard . ",B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",17
"Failure rates are important factors in insurance , business , and regulation practices as well as fundamental to design of safe systems throughout a national or international economy . ",B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",29
"Failure rates are important factors in the insurance , finance , commerce and regulatory industries and fundamental to the design of safe systems in a wide variety of applications . ",B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",30
Discussions included some issues which remained unresolved from previous summits . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",11
The agenda for the summit included some issues which remained unresolved from previous summits . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",15
Chinese rock and roll 's peak popularity was between 1990 and 1993 . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",13
"Primary injuries are caused by blast overpressure waves , or shock waves . ",B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",13
Primary injuries are caused by the explosion 's shock waves . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",11
"After New Zealand ended its provinces in 1876 , they began using a county system as in other countries . ",B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",20
"Pots , traditionally made of terracotta but now more commonly plastic , and window boxes have been the most commonly seen . ",B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",22
"Pots , made of terracotta or sometimes plastic , and window boxes have been the most common containers . ",B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",19
"The opera did not do well , and audiences thought that the opera did not make any sense . ",B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",19
"Mostly songs in this album are smooth and midpaced , while some are faster . ",B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",15
Algebraic geometry occupies a central place in modern mathematics . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",10
The game supports multiplayer with support for up to four players simultaneously . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",13
"Based on the sizes of the moons , the original asteroid may have been about 28 km in diameter . ",B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",20
"Based on the sizes of the satellites , the original asteroid may have been about 28 km in diameter . ",B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",20
Problem gamblers have more suicidal ideation and make more suicide attempts compared to the general population . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",17
Problem gambling is associated with increased suicidal ideation and attempts compared to the general population . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",16
Human behavior is believed to be influenced by the endocrine system and the nervous system . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",16
The feeling of a static electric shock is caused by the stimulation of nerves as the neutralizing current flows through the human body . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",24
The feeling of an electric shock is caused by the stimulation of nerves as the neutralizing current flows through the human body . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",23
"Before the age of man or beast , the immortals wage war on each other in the heavens . ",B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",19
"For many years , efforts to discover brown dwarfs were fruitless . ",B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",12
"Instructs the server to return information about the administrator of the server specified by , or the current server if target is omitted . ",B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",24
It is commonly observed that schooling fish are particularly in danger of being eaten if they are separated from the school . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",22
The municipality had 258 inhabitants in 2003 . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",8
The municipality had 258 inhabitants in 2003 and an area of 32. 73 km2 . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",15
This was an early description of the process of geographic speciation by means of the founder effect . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",18
This was an early description of a process of geographical speciation . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",12
He died on 11 May 2018 at the age of 52 from cardiac arrest . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",15
"Reporting to the Assistant Commissioners are about 50 Chief Superintendents , about half of whom supervise what are called Divisions . ",B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",21
Infection rates are higher in some countries in Africa and Asia . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",12
The microarchitecture of a digital signal processor is optimized specifically for digital signal processing applications . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",16
The architecture of a digital signal processor is optimized specifically for digital signal processing . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",15
"The male then leads the female to potential nest sites , and the female will choose one . ",B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",18
"After mating , the male shows the female all the potential nest sites , and lets the female choose one and build the nest . ",B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",25
"The three - toed hind limbs were long and thick , supporting the body in a bipedal posture . ",B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",19
"Covering an area of 3263 km2 and with a population of about 128,000 it is the smallest , least populous , and least densely populated region of Italy . ",B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",29
The inclination of Earth 's orbit drifts up and down relative to its present orbit . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",16
Tsetse have an unusual life cycle . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",7
Tsetse have an unusual lifecycle which may be due to the richness of their food source . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",17
"The center of a subtropical gyre is a high pressure area , which the ocean moves around . ",B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",18
The center of a subtropical gyre is a high pressure zone . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",12
A mud volcano may be the result of a piercement structure created by a pressurized mud diapir that breaches the Earth 's surface or ocean bottom . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",27
A mud volcano is usually made by mud diapir that breaks out of the surface of the Earth or on the ocean bottom . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",24
"Until the early 20th century , arsenic was often used to embalm bodies . ",B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",14
"More than 60 types of synesthesia have been reported , but only a small number have been studied by scientists . ",B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",21
"Other forms of synesthesia have been reported , but little has been done to analyze them scientifically . ",B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",18
"In each group , teams played against each other home - and - away in a round-robin format . ",B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",19
"In each group , teams play against each other home - and - away in a round-robin format . ",B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",19
"At first , historical linguistics was comparative linguistics . ",B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",9
"At first , historical linguistics served as the cornerstone of comparative linguistics primarily as a tool for linguistic reconstruction . ",B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",20
The least skipper favors damp or wet habitats with tall grasses . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",12
The least skipper can be found in damp or wet habitats with tall grasses . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",15
Textiles have been used since the beginning of civilization . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",10
Income is highly associated with prenatal health care . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",9
The inverse operation of multiplication is division . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",8
The opposite of multiplication is division . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",7
A move in which a wrestler jumps or falls down on an opponent driving their elbow into anywhere on the opponent 's body . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",24
A move in which a wrestler jumps  falls down on an opponent driving his knee into anywhere on the opponent 's body . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",23
Eukaryotic cells have a highly evolved process of secretion . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",10
"This , the child of the contradanza , was also danced in lines or squares . ",B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",16
"With global travel becoming widespread at that time , cookies made a natural travel companion , a modernized equivalent of the travel cakes used throughout history . ",B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",27
"Female trees bear their fruit irregularly , only every few years . ",B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",12
The RIRs divide their allocated address pools into smaller blocks and delegate them to Internet service providers and other organizations in their operating regions . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",25
"Hot chocolate can be made with dark , semisweet , or bittersweet chocolate chopped into small pieces and stirred into milk with the addition of sugar . ",B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",27
"The case remained unsolved and cold for several years , partly due to the volume of tips pouring in to the police who investigated the crime . ",B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",27
"The case remained unsolved for over three years , partly due to the volume of tips received by police investigators . ",B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",21
Structural engineering came to existence when the humans first started to construct their own structures . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",16
Structural engineering has existed since humans first started to construct their own structures . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",14
Endgames can be classified according to the type of pieces remaining on the board . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",15
The long-tailed sylph is similar in appearance but does not overlap in range . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",14
The Long-tailed Sylph is almost the same in color but does not overlap in range . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",16
"Because of this , Hash Tables can often find information faster than other tools , such as search trees or other table lookup structure . ",B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",25
"In many situations , hash tables turn out to be on average more efficient than search trees or any other table lookup structure . ",B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",24
Each episode of Season One attracted more than a million viewers on its first airing . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",16
Each episode of the season attracted more than a million viewers on its first airing . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",16
"The municipality covers an area of 1466 sqkm and the city proper , 16 sqkm . ",B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",16
"In warfare , the long term strategy is the defeat of the enemy . ",B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",14
The new technology allowed deliberate alteration of genes to change the characteristics of an organism . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",16
"Crombie 's family announced on April 18 , 2015 that he had died suddenly three days earlier of a brain hemorrhage in New York City . ",B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",26
"At first , during the 1820s and 1830s , she composed exclusively for the piano . ",B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",16
"The Murids are classified in four subfamilies , and about 140 genera . ",B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",13
She withdrew from active management of the agency in the mid-1990s due to complications of diabetes . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",17
She stopped managing the agency in the mid-1990s because of health problems from diabetes . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",15
Pallor is more evident on the face and palms . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",10
In Spanish -speaking countries there are many different names for each variety and preparation . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",15
"Zero-fare public transport services are funded in full by means other than collecting a fare from passengers , normally through heavy subsidy or commercial sponsorship by businesses . ",B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",28
Free or Zero-fare public transport services are funded in full by means other than collecting a fare from passengers . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",20
Many electronic paper technologies keep the same text and images indefinitely without electricity . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",14
"Upon starting the game , the player is invited to construct an avatar . ",B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",14
"By the 20th century , bookbinding materials had developed a high resistance against damage by various types of book -boring insects . ",B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",22
"Financial mathematics is a field of applied mathematics , concerned with financial markets . ",B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",14
"Europe lies mainly in the temperate climate zones , being subjected to prevailing westerlies . ",B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",15
Most of Europe lies in temperate climate zones . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",9
Several circumstances exist which allow for the termination of a support order for a child under the age of majority . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",21
A lot of the railway track and trains have to be repaired or replaced . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",15
"In modern times , the waters are 70  to 90  used for human purposes and the flow is greatly reduced . ",B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",21
"Of knightly extraction , has proofs of its nobility going back as far as 1265 . ",B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",16
"About 150,000 people live in the drainage area of this river . ",B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",12
About 150000 people live in the drainage area of this river . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",12
Louvers are rarely seen as primary design elements in the language of modern architecture . ,B2,0,0,0,1,0,0,"[0, 0, 0, 1, 0, 0]",15
